"detailedSheetLink href","ad-overview-details__ad-title","ad-overview-details__address-title","ad-price__the-price","ad-price__price-per-square-meter","importDescriptionDecorator"
"https://www.bienici.com/annonce/vente/toulon/loft-atelier-surface/5pieces/iad-france-1925541?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Loft/atelier/surface 5 pièces 275 m²","83000 Toulon (Les Routes)","269 000 €","978 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/century-21-202_3064_4836?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Maison 4 pièces 137 m²","83200 Toulon (L'Escaillon)","364 500 €","2 663 €/m²",""
"https://www.bienici.com/annonce/viager/toulon/appartement/3pieces/hektor-11_GRECHTOULON2023-112960?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 3 pièces 71 m²","83000 Toulon (Aguillon)","68 000 €","","https://youtube.com/shorts/YcB253oE8k8?feature=share"
"https://www.bienici.com/annonce/vente-de-prestige/toulon/appartement/6pieces/hektor-bretteimmobilieranne-18691?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 6 pièces 154 m²","83000 Toulon (Claret)","375 000 €","2 319 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/3pieces/iad-france-1919947?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Maison 3 pièces 83 m²","83100 Toulon (Beaulieu)","390 000 €","4 699 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/nestenn-1-99939330156?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 4 pièces 88 m²","83000 Toulon (Haute-ville)","381 600 €","4 346 €/m²","04.94.22.24.40"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/ag135538-491788448?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 4 pièces 142 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","693 600 €","4 586 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/nestenn-1-99939327018?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 4 pièces 69 m²","83200 Toulon (La Chapelle - Saint-André)","229 000 €","3 319 €/m²","Email:toulonlemourillon@nestenn.com"
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/ag690197-490592711?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 1 pièce 18 m²","83200 Toulon (Valbertrand)","143 962 €","7 998 €/m²","+33(0)2.40.26.33.88"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/immo-facile-59162155?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 4 pièces 83 m²","83200 Toulon (Saint-Roch)","180 000 €","2 066 €/m²","06 70 06 92 92"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-atlasimmobilier-387863?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 3 pièces 70 m²","83000 Toulon (Claret)","185 000 €","2 643 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-royalimmolavaletteduvar-30055?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 3 pièces 68 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","399 000 €","5 864 €/m²","06 25 16 53 50"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-bretteimmobilieranne-19379?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Appartement 3 pièces 74 m²","83000 Toulon (Valbourdin)","316 000 €","4 270 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/iad-france-1904471?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Maison 5 pièces 120 m²","83200 Toulon (Valbertrand)","499 000 €","4 158 €/m²",""
"https://www.bienici.com/annonce/viager/toulon/maison/4pieces/hektor-39_victoriametropole2025-7693?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Maison 4 pièces 107 m²","83200 Toulon (Les Quatre Chemins)","213 805 €","",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-1908156?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D18","Maison 4 pièces 93 m²","83100 Toulon (Beaulieu)","359 000 €","3 860 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1958185?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 3 pièces 59 m²","83200 Toulon (Pont du Las)","114 000 €","1 932 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/twimmo-2058708?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 3 pièces 57 m²","83200 Toulon (Pont du Las)","99 000 €","1 728 €/m²","04 94 00 56 56"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/nestenn-1-99936061132?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 2 pièces 53 m²","83000 Toulon (Centre-ville)","299 000 €","5 642 €/m²","Email:toulonlemourillon@nestenn.com"
"https://www.bienici.com/annonce/vente/toulon/maison/9pieces/iad-france-1744037?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Maison 9 pièces 130 m²","83100 Toulon (Saint-Jean du Var)","396 000 €","3 046 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/iad-france-1955996?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 5 pièces 100 m²","83000 Toulon (Haute-ville)","249 000 €","2 490 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/entities-1046599-3579894?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Maison neuve 5 pièces 90 m²","83100 Toulon (Font Pré)","à partir de 459 000 €","","https://pcamaisons.com/informations-legales/"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/safti-1-1563661?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 2 pièces 40 m²","83200 Toulon (Haute-ville)","97 000 €","2 425 €/m²","06 03 13 05 50"
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/entities-1046599-3579265?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Maison neuve 5 pièces 90 m²","83000 Toulon (Aguillon)","à partir de 525 000 €","","https://pcamaisons.com/informations-legales/"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag311656-499489919?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 3 pièces 52 m²","83200 Toulon (Saint-Roch)","117 000 €","2 250 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-sixfours-388500?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 3 pièces 55 m²","83200 Toulon (Le Fort Rouge)","149 000 €","2 709 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-royalimmolavaletteduvar-30553?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 4 pièces 72 m²","83000 Toulon (La Rode)","182 000 €","2 528 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/century-21-202_2305_3501?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 4 pièces 71 m²","83200 Toulon (Pont de Bois)","164 000 €","2 310 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/ag752647-499120841?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 5 pièces 72 m²","83000 Toulon (Centre-ville)","314 000 €","4 361 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/programme/2,4piece/visiteonline-p_6075874?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Toulon au sein d'un parc d'exception proche commodités (appartements neufs 2 à 4 pièces)","83000 Toulon (La Palasse)","213 000 à 356 000 €","",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1952015?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 4 pièces 97 m²","83000 Toulon (La Serinette - La Barre)","465 000 €","4 794 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag835636-498837224?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 2 pièces 49 m²","83200 Toulon (Pont de Bois)","149 900 €","3 059 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/iad-france-1950606?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Maison 5 pièces 134 m²","83000 Toulon (Siblas)","560 000 €","4 179 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/iad-france-1947963?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Maison 5 pièces 150 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","950 000 €","6 333 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag832778-497623838?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 3 pièces 55 m²","83200 Toulon (Pont du Las)","125 000 €","2 273 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-delmonte-immobilier-la-seyne-sur-mer-1317?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Maison 4 pièces 82 m²","83200 Toulon (Ubac - Dardennes - Barbasse - Mont Faron)","300 000 €","3 659 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/8pieces/iad-france-1949684?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Maison 8 pièces 280 m²","83000 Toulon (Le Cap Brun - Le Petit Bois)","1 680 000 €","6 000 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/twimmo-2098195?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 3 pièces 55 m²","83100 Toulon (Brunet)","135 000 €","2 435 €/m²","04 94 00 56 56"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-gravier11-315?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 4 pièces 81 m²","83200 Toulon (Jonquet - Guynemer)","165 000 €","2 037 €/m²","0617397202"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1558381?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D17","Appartement 3 pièces 53 m²","83200 Toulon (Haute-ville)","130 000 €","2 453 €/m²","06 86 30 27 52"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag832778-503543627?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 2 pièces 51 m²","83000 Toulon (Centre-ville)","109 500 €","2 147 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/safti-1-1579531?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 4 pièces 69 m²","83000 Toulon (Pont de Bois)","192 000 €","2 783 €/m²","0623877597"
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/century-21-202_3276_2024?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Maison 6 pièces 165 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","699 000 €","4 237 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mourillon-389886?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 4 pièces 67 m²","83200 Toulon (Les Quatre Chemins)","247 000 €","3 687 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/dr-house-immo-1-2123885?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 4 pièces 70 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","282 000 €","4 029 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/3pieces/netty-company54396zsr-house-36916?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Maison 3 pièces 44 m²","83200 Toulon (La Chapelle - Saint-André)","130 000 €","2 948 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-lessablettes-389379?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 3 pièces 62 m²","83100 Toulon (Saint-Jean du Var)","125 000 €","2 016 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-lessablettes-389591?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 4 pièces 70 m²","83100 Toulon (Brunet)","165 000 €","2 357 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/hektor-lessablettes-389588?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Maison 6 pièces 215 m²","83200 Toulon (Siblas)","1 090 000 €","4 837 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/hektor-centreville-389686?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 5 pièces 97 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","398 000 €","4 103 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/iad-france-1971375?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 3 pièces 60 m²","83000 Toulon (La Loubière)","219 000 €","3 650 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939375421?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 3 pièces 44 m²","83000 Toulon (Saint-Roch)","99 900 €","2 270 €/m²","Email:toulonlemourillon@nestenn.com"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939379026?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 3 pièces 65 m²","83200 Toulon (Valbertrand)","185 000 €","2 846 €/m²","Email:toulonlemourillon@nestenn.com"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/dr-house-immo-1-1129066?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 3 pièces 83 m²","83000 Toulon (Centre-ville)","195 000 €","2 349 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag440414-503335031?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 2 pièces 40 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","229 000 €","5 725 €/m²","0610821060"
"https://www.bienici.com/annonce/vente/toulon/programme/2,3piece/ubiflow-neuf-502662299?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","RÉSIDENCE ALÉZIA (appartements neufs 2 à 3 pièces)","83100 Toulon (Sainte-Musse)","205 000 à 281 000 €","",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-bretteimmobilieranne-19522?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 2 pièces 50 m²","83000 Toulon (Haute-ville)","115 000 €","2 300 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-leroy-barre-6148?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 4 pièces 75 m²","83200 Toulon (L'Escaillon)","195 000 €","2 600 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/6pieces/hektor-royal-immo-30789?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 6 pièces 113 m²","83100 Toulon (Darboussèdes)","285 000 €","2 524 €/m²","06 13 84 95 81"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/legget-PRO1QYWCNC1H?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 2 pièces 40 m²","83000 Toulon (Place d'Armes)","261 000 €","6 525 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mourillon-389587?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 4 pièces 67 m²","83200 Toulon (Saint-Roch)","149 000 €","2 224 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-IMMOBILIERE-DU-CAP-BRUN-113513?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Maison 4 pièces 85 m²","83000 Toulon (La Serinette - La Barre)","473 000 €","5 565 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1566171?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 3 pièces 51 m²","83200 Toulon (Saint-Roch)","129 000 €","2 529 €/m²","0760984808"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/ag832778-500964050?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 4 pièces 65 m²","83100 Toulon (Beaulieu)","120 000 €","1 846 €/m²","https://livetour.istaging.com/d6e93722-0481-4eb2-b46e-fbdd8642dbe8"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1588415?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 3 pièces 86 m²","83000 Toulon (Haute-ville)","290 000 €","3 372 €/m²","06 86 30 27 52"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/immo-facile-59791632?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 3 pièces 58 m²","83200 Toulon (Rodeilhac)","197 400 €","3 276 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-royal-immo-31025?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 3 pièces 57 m²","83100 Toulon (Brunet)","159 000 €","2 789 €/m²","0621837824"
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-1984716?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Maison 4 pièces 78 m²","83200 Toulon (Ubac - Dardennes - Barbasse - Mont Faron)","398 000 €","5 103 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/ag340369-508727168?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Maison 6 pièces 135 m²","83200 Toulon (L'Escaillon)","490 000 €","3 630 €/m²","06 14 78 82 17"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag440414-508455683?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 3 pièces 96 m²","83000 Toulon (Centre-ville)","269 000 €","2 802 €/m²","0630044520"
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/iad-france-1984548?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 5 pièces 95 m²","83000 Toulon (Saint-Jean du Var)","179 000 €","1 884 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1986843?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 2 pièces 41 m²","83000 Toulon (Aguillon)","154 900 €","3 778 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/11pieces/iad-france-1983483?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Maison 11 pièces 292 m²","83000 Toulon (La Chapelle - Saint-André)","2 290 000 €","7 842 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag311656-507994751?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 3 pièces 56 m²","83200 Toulon (Rodeilhac)","189 000 €","3 375 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag311656-507990986?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 3 pièces 78 m²","83200 Toulon (Valbourdin)","210 000 €","2 692 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/programme/2,4piece/mgc-247950932_345?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","JARDIN BONFANTE (appartements neufs 2 à 4 pièces)","83200 Toulon (Valbertrand)","202 500 à 381 500 €","",""
"https://www.bienici.com/annonce/vente/toulon/maison/2pieces/iad-france-1981636?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Maison 2 pièces 55 m²","83000 Toulon (La Loubière)","308 000 €","5 600 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-mtev13600-8483?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 2 pièces 39 m²","83200 Toulon (Valbertrand)","179 000 €","4 590 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/safti-1-1583309?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 1 pièce 34 m²","83100 Toulon (Font Pré)","95 000 €","2 794 €/m²","06 68 80 60 63"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/iad-france-1980217?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 4 pièces 132 m²","83000 Toulon (Haute-ville)","429 000 €","3 250 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-1981666?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Maison 4 pièces 83 m²","83100 Toulon (Darboussèdes)","299 500 €","3 608 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/safti-1-1582604?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 1 pièce 26 m²","83000 Toulon (Porte d'Italie)","66 000 €","2 538 €/m²","06 13 61 01 53"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/dr-house-immo-1-582954?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 3 pièces 94 m²","83100 Toulon (Darboussèdes)","474 000 €","5 043 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-agencemistral83-178?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 4 pièces","83000 Toulon (Claret)","218 000 €","",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/iad-france-1978767?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Maison 6 pièces 170 m²","83200 Toulon (Les Routes)","594 000 €","3 494 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1581302?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 3 pièces 54 m²","83200 Toulon (Haute-ville)","119 000 €","2 204 €/m²","06 28 97 72 93"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-114_idlr-7316?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 3 pièces 73 m²","83200 Toulon (Pont du Las)","138 000 €","1 781 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/6pieces/iad-france-1977244?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D15","Appartement 6 pièces 127 m²","83000 Toulon (Claret)","345 000 €","2 606 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/hektor-IMMOBILIERE-DU-CAP-BRUN-113513?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Maison 4 pièces 85 m²","83000 Toulon (La Serinette - La Barre)","473 000 €","5 565 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1566171?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 3 pièces 51 m²","83200 Toulon (Saint-Roch)","129 000 €","2 529 €/m²","0760984808"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/ag832778-500964050?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D16","Appartement 4 pièces 65 m²","83100 Toulon (Beaulieu)","120 000 €","1 846 €/m²","https://livetour.istaging.com/d6e93722-0481-4eb2-b46e-fbdd8642dbe8"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1600547?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 3 pièces 63 m²","83100 Toulon (Saint-Jean du Var)","119 000 €","1 889 €/m²","06 21 75 93 30"
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/nestenn-1-99939419555?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 5 pièces 120 m²","83000 Toulon (Haute-ville)","425 000 €","3 542 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-atlasimmobilier-390186?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 3 pièces 65 m²","83200 Toulon (Pont du Las)","144 500 €","2 223 €/m²",""
"https://www.bienici.com/annonce/vente-de-prestige/toulon/maison/9pieces/hektor-happy051017-3335?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Maison 9 pièces 160 m²","83200 Toulon (Sainte-Anne)","880 000 €","5 500 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-mourillon-389435?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 3 pièces 47 m²","83000 Toulon (Haute-ville)","109 000 €","2 335 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/iad-france-2002704?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Maison 6 pièces 196 m²","83200 Toulon (La Chapelle - Saint-André)","589 000 €","3 005 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/safti-1-1584877?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 1 pièce 22 m²","83000 Toulon (Porte d'Italie)","95 000 €","4 318 €/m²","0695551151"
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/safti-1-1591735?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Maison 4 pièces 128 m²","83200 Toulon (La Chapelle - Saint-André)","499 000 €","3 898 €/m²","0612568898"
"https://www.bienici.com/annonce/vente/toulon/appartement/1piece/ag743447-512188697?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 1 pièce 23 m²","83200 Toulon (Les Routes)","92 000 €","4 000 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/programme/1,4piece/visiteonline-p_6153285?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Toulon Est belle résidence avec environnement verdoyant (appartements neufs 1 à 4 pièces)","83000 Toulon (Sainte-Musse)","170 000 à 399 000 €","",""
"https://www.bienici.com/annonce/vente/toulon/maison/3pieces/iad-france-2002118?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Maison 3 pièces 74 m²","83000 Toulon (Siblas)","480 000 €","6 486 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/nestenn-1-99939259083?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 4 pièces 113 m²","83000 Toulon (Champs-de-Mars)","279 900 €","2 473 €/m²","04.94.22.24.40"
